Size,Injection_Rate,Traffic,Routing,Latency,Throughput,Inflight_Flits,Energy
4,0.03,hotspot,VALIANT,2.3535701421414847,0.008945690332525128,0.24,0.144
4,0.03,hotspot,RAN_MIN,2.230481494550702,0.00928654135632881,0.24,0.144
4,0.03,transpose,DOR,3.2601033174707843,0.007042082730005464,0.18,0.108
4,0.03,transpose,VALIANT,1.6992895356276243,0.011114035602343992,0.18,0.108
4,0.03,transpose,RAN_MIN,1.0131366500155803,0.014902118045373532,0.18,0.108
4,0.03,bit_complement,DOR,2.476679161702414,0.008628923925585931,0.204,0.12239999999999998
4,0.03,bit_complement,VALIANT,2.3712744737414218,0.00889871181764271,0.204,0.12239999999999998
4,0.03,bit_complement,RAN_MIN,1.7710045374248775,0.01082639872826744,0.204,0.12239999999999998
4,0.04,uniform,DOR,1.7000426878051187,0.014814580591878068,0.16,0.096
4,0.04,uniform,VALIANT,1.4998144669528441,0.01600118749962997,0.16,0.096
4,0.04,uniform,RAN_MIN,1.792617474958934,0.014323479802971656,0.16,0.096
4,0.04,hotspot,DOR,3.148709854852461,0.009641551566498378,0.32,0.192
4,0.04,hotspot,VALIANT,3.0125662856595743,0.00996868267147515,0.32,0.192
4,0.04,hotspot,RAN_MIN,2.073509437556676,0.013014438645029342,0.32,0.192
4,0.04,transpose,DOR,3.688494460703433,0.008531523356859985,0.24,0.144
4,0.04,transpose,VALIANT,1.9296973771762778,0.013653287302510777,0.24,0.144
4,0.04,transpose,RAN_MIN,1.273469039483823,0.01759425763241612,0.24,0.144
4,0.04,bit_complement,DOR,2.8486207282095934,0.010393333826533823,0.272,0.1632
4,0.04,bit_complement,VALIANT,1.913327165553778,0.013730006184319715,0.272,0.1632
4,0.04,bit_complement,RAN_MIN,1.5361704200845085,0.015771810791274484,0.272,0.1632
4,0.05,uniform,DOR,1.881379609655459,0.017352798580392105,0.2,0.12
4,0.05,uniform,VALIANT,3.1937405226028153,0.011922530669343333,0.2,0.12
4,0.05,uniform,RAN_MIN,1.9200850641719192,0.017122788857583865,0.2,0.12
4,0.05,hotspot,DOR,3.64853773116466,0.010756070595015443,0.4,0.24
4,0.05,hotspot,VALIANT,2.8790152375062092,0.012889869448449148,0.4,0.24
4,0.05,hotspot,RAN_MIN,3.9061720339677706,0.010191244753307903,0.4,0.24
4,0.05,transpose,DOR,2.276446525423852,0.015260435234337249,0.30000000000000004,0.18000000000000002
4,0.05,transpose,VALIANT,2.5875523480605405,0.013937078862983116,0.30000000000000004,0.18000000000000002
4,0.05,transpose,RAN_MIN,3.489508554701011,0.011137076450749711,0.30000000000000004,0.18000000000000002
4,0.05,bit_complement,DOR,3.808192068471092,0.010398919029850443,0.34,0.20400000000000001
4,0.05,bit_complement,VALIANT,2.8744861401109025,0.012904937117304751,0.34,0.20400000000000001
4,0.05,bit_complement,RAN_MIN,2.4483029007867705,0.014499886303083154,0.34,0.20400000000000001
4,0.060000000000000005,uniform,DOR,3.5164632801804565,0.013284731055668561,0.24000000000000002,0.14400000000000002
4,0.060000000000000005,uniform,VALIANT,2.5871342438184266,0.01672644398614179,0.24000000000000002,0.14400000000000002
4,0.060000000000000005,uniform,RAN_MIN,1.7594656502611938,0.02174334005365161,0.24000000000000002,0.14400000000000002
4,0.060000000000000005,hotspot,DOR,3.6023609953793923,0.013036787001332118,0.48000000000000004,0.28800000000000003
4,0.060000000000000005,hotspot,VALIANT,3.8341219285681434,0.012411768028733169,0.48000000000000004,0.28800000000000003
4,0.060000000000000005,hotspot,RAN_MIN,2.5473557631651556,0.016914006940895194,0.48000000000000004,0.28800000000000003
4,0.060000000000000005,transpose,DOR,4.147696654702764,0.011655698465679015,0.36000000000000004,0.21600000000000003
4,0.060000000000000005,transpose,VALIANT,2.5239116784920688,0.017026533430507217,0.36000000000000004,0.21600000000000003
4,0.060000000000000005,transpose,RAN_MIN,1.9287250321631486,0.020486730348900035,0.36000000000000004,0.21600000000000003
4,0.060000000000000005,bit_complement,DOR,4.098532732206348,0.01176809155720287,0.40800000000000003,0.24480000000000002
4,0.060000000000000005,bit_complement,VALIANT,4.426153968644655,0.011057555746982757,0.40800000000000003,0.24480000000000002
4,0.060000000000000005,bit_complement,RAN_MIN,2.682781263611816,0.01629203466218251,0.40800000000000003,0.24480000000000002
4,0.06999999999999999,uniform,DOR,2.205608782581918,0.021836725797718632,0.27999999999999997,0.16799999999999998
4,0.06999999999999999,uniform,VALIANT,2.4529346338272795,0.02027261081464813,0.27999999999999997,0.16799999999999998
4,0.06999999999999999,uniform,RAN_MIN,3.2229809023336036,0.016575968875757466,0.27999999999999997,0.16799999999999998
4,0.06999999999999999,hotspot,DOR,5.9130047565292365,0.010125842880968072,0.5599999999999999,0.33599999999999997
4,0.06999999999999999,hotspot,VALIANT,4.8415849622583504,0.011983049198506918,0.5599999999999999,0.33599999999999997
4,0.06999999999999999,hotspot,RAN_MIN,4.645940597229453,0.012398288432993792,0.5599999999999999,0.33599999999999997
4,0.06999999999999999,transpose,DOR,4.215281297843386,0.013422094802239387,0.41999999999999993,0.25199999999999995
4,0.06999999999999999,transpose,VALIANT,3.841025230250798,0.014459746989662667,0.41999999999999993,0.25199999999999995
4,0.06999999999999999,transpose,RAN_MIN,2.9318500280666044,0.017803324007864274,0.41999999999999993,0.25199999999999995
4,0.06999999999999999,bit_complement,DOR,4.076916402738137,0.013787896913616078,0.4759999999999999,0.28559999999999997
4,0.06999999999999999,bit_complement,VALIANT,3.8081478991500353,0.014558620381118955,0.4759999999999999,0.28559999999999997
4,0.06999999999999999,bit_complement,RAN_MIN,2.4675517694767723,0.020187153546250433,0.4759999999999999,0.28559999999999997
4,0.08,uniform,DOR,3.6385131589221817,0.017246905906932692,0.32,0.192
4,0.08,uniform,VALIANT,2.2638568175284517,0.0245108791446862,0.32,0.192
4,0.08,uniform,RAN_MIN,2.4021855225114073,0.023514296757381422,0.32,0.192
4,0.08,hotspot,DOR,6.689852059821825,0.010403321075315148,0.64,0.384
4,0.08,hotspot,VALIANT,4.193257990894085,0.01540458805248514,0.64,0.384
4,0.08,hotspot,RAN_MIN,4.030914779330607,0.01590168061058758,0.64,0.384
4,0.08,transpose,DOR,3.693471342525487,0.017044953332335293,0.48,0.288
4,0.08,transpose,VALIANT,3.890966795763973,0.016356684340872518,0.48,0.288
4,0.08,transpose,RAN_MIN,3.7844935627961833,0.016720682962575856,0.48,0.288
4,0.08,bit_complement,DOR,5.390495622943136,0.012518590844939205,0.544,0.3264
4,0.08,bit_complement,VALIANT,4.155252649678372,0.015518153121940798,0.544,0.3264
4,0.08,bit_complement,RAN_MIN,3.8304600889361273,0.01656156940065297,0.544,0.3264
4,0.09,uniform,DOR,3.681635344875077,0.0192240517191331,0.36,0.216
4,0.09,uniform,VALIANT,3.260120490983247,0.021126163025315687,0.36,0.216
4,0.09,uniform,RAN_MIN,3.153906662818435,0.02166635105347668,0.36,0.216
4,0.09,hotspot,DOR,6.063100445199501,0.01274227949868238,0.72,0.432
4,0.09,hotspot,VALIANT,5.146265653332849,0.014643037752720136,0.72,0.432
4,0.09,hotspot,RAN_MIN,5.152254148859961,0.014628784478397626,0.72,0.432
4,0.09,transpose,DOR,4.512872928943003,0.01632542617253032,0.54,0.324
4,0.09,transpose,VALIANT,4.36907283673492,0.01676267071368908,0.54,0.324
4,0.09,transpose,RAN_MIN,4.465985113433303,0.01646546745596039,0.54,0.324
4,0.09,bit_complement,DOR,6.308538665591939,0.012314363256188732,0.612,0.36719999999999997
4,0.09,bit_complement,VALIANT,5.576344810075776,0.013685413797358806,0.612,0.36719999999999997
4,0.09,bit_complement,RAN_MIN,4.744495859814441,0.015667171183740253,0.612,0.36719999999999997
4,0.09999999999999999,uniform,DOR,4.586814600421503,0.01789928736716185,0.39999999999999997,0.23999999999999996
4,0.09999999999999999,uniform,VALIANT,2.8746502272752155,0.02580878121489778,0.39999999999999997,0.23999999999999996
4,0.09999999999999999,uniform,RAN_MIN,3.5176906570250153,0.022135203047711965,0.39999999999999997,0.23999999999999996
4,0.09999999999999999,hotspot,DOR,6.508765054359934,0.013317769203863343,0.7999999999999999,0.4799999999999999
4,0.09999999999999999,hotspot,VALIANT,4.843912110797676,0.017111824768074806,0.7999999999999999,0.4799999999999999
4,0.09999999999999999,hotspot,RAN_MIN,5.667188598036954,0.014998825746348825,0.7999999999999999,0.4799999999999999
4,0.09999999999999999,transpose,DOR,5.0473814082321224,0.01653608285131031,0.6,0.36
4,0.09999999999999999,transpose,VALIANT,4.6565823920517415,0.017678519124995587,0.6,0.36
4,0.09999999999999999,transpose,RAN_MIN,3.562689814198886,0.02191689640808027,0.6,0.36
4,0.09999999999999999,bit_complement,DOR,5.738528283406041,0.014840035656785018,0.6799999999999999,0.408
4,0.09999999999999999,bit_complement,VALIANT,4.920825456213326,0.01688953689642376,0.6799999999999999,0.408
4,0.09999999999999999,bit_complement,RAN_MIN,5.355328065982878,0.015734828943804426,0.6799999999999999,0.408
4,0.11,uniform,DOR,3.7726814203278547,0.02304784047212681,0.44,0.264
4,0.11,uniform,VALIANT,3.9238298436156027,0.02234033333678855,0.44,0.264
4,0.11,uniform,RAN_MIN,2.592127964772594,0.030622517092584633,0.44,0.264
4,0.11,hotspot,DOR,6.844081356606713,0.014023311972325734,0.88,0.528
4,0.11,hotspot,VALIANT,5.934652148920447,0.01586236737442184,0.88,0.528
4,0.11,hotspot,RAN_MIN,6.195639734496183,0.015287035490764723,0.88,0.528
4,0.11,transpose,DOR,5.5300464467999255,0.016845209432454485,0.66,0.396
4,0.11,transpose,VALIANT,4.380497140914599,0.020444207499625534,0.66,0.396
4,0.11,transpose,RAN_MIN,5.21143616925431,0.017709269966337853,0.66,0.396
4,0.11,bit_complement,DOR,6.436456349993709,0.01479199161843975,0.748,0.4488
4,0.11,bit_complement,VALIANT,6.1204235944157865,0.015448519114265594,0.748,0.4488
4,0.11,bit_complement,RAN_MIN,5.446620875268111,0.01706320289781663,0.748,0.4488
4,0.12,uniform,DOR,3.710333223862606,0.025475904632835427,0.48,0.288
4,0.12,uniform,VALIANT,4.424619037513372,0.022121369108162776,0.48,0.288
4,0.12,uniform,RAN_MIN,2.952782863507245,0.03035835869150824,0.48,0.288
4,0.12,hotspot,DOR,7.877980452230493,0.013516587544394892,0.96,0.576
4,0.12,hotspot,VALIANT,7.460274286892419,0.014183937296916851,0.96,0.576
4,0.12,hotspot,RAN_MIN,5.063372535395646,0.019790966050574323,0.96,0.576
4,0.12,transpose,DOR,6.369703824829597,0.0162828795908599,0.72,0.432
4,0.12,transpose,VALIANT,5.842728431666647,0.01753686430761541,0.72,0.432
4,0.12,transpose,RAN_MIN,3.6240838940095474,0.025951086258503817,0.72,0.432
4,0.12,bit_complement,DOR,6.536860188990466,0.01592174950721403,0.816,0.4895999999999999
4,0.12,bit_complement,VALIANT,5.234613604649932,0.019247383656703435,0.816,0.4895999999999999
4,0.12,bit_complement,RAN_MIN,4.158865366353767,0.023260928804741177,0.816,0.4895999999999999
4,0.13,uniform,DOR,5.73297476250794,0.019307958901598022,0.52,0.312
4,0.13,uniform,VALIANT,5.004442969964022,0.021650634480217062,0.52,0.312
4,0.13,uniform,RAN_MIN,3.5145779386083493,0.028795604321779286,0.52,0.312
4,0.13,hotspot,DOR,8.938476742854208,0.013080475344822873,1.04,0.624
4,0.13,hotspot,VALIANT,7.969104971823215,0.01449419985699799,1.04,0.624
4,0.13,hotspot,RAN_MIN,5.4007329020048545,0.02031017416134972,1.04,0.624
4,0.13,transpose,DOR,7.5786707213625535,0.015153862902824188,0.78,0.46799999999999997
4,0.13,transpose,VALIANT,5.943069383527132,0.01872370745832285,0.78,0.46799999999999997
4,0.13,transpose,RAN_MIN,4.448181899035587,0.023861171012482536,0.78,0.46799999999999997
4,0.13,bit_complement,DOR,7.751590454060711,0.014854442821839361,0.884,0.5304
4,0.13,bit_complement,VALIANT,6.822161161948487,0.01661944791324361,0.884,0.5304
4,0.13,bit_complement,RAN_MIN,4.799213050827984,0.022416834639561865,0.884,0.5304
4,0.14,uniform,DOR,4.772270094301162,0.0242538893213294,0.56,0.336
4,0.14,uniform,VALIANT,3.952077286592459,0.028270964263632178,0.56,0.336
4,0.14,uniform,RAN_MIN,3.2418965005184477,0.033004105588830164,0.56,0.336
4,0.14,hotspot,DOR,9.885994039631957,0.012860561882572301,1.12,0.672
4,0.14,hotspot,VALIANT,8.54733722554413,0.014663774484201381,1.12,0.672
4,0.14,hotspot,RAN_MIN,6.090163774295358,0.019745665185838902,1.12,0.672
4,0.14,transpose,DOR,7.055039006005843,0.017380424836629087,0.8400000000000001,0.504
4,0.14,transpose,VALIANT,5.341037120654298,0.022078407259908006,0.8400000000000001,0.504
4,0.14,transpose,RAN_MIN,5.062543297876054,0.023092618579573277,0.8400000000000001,0.504
4,0.14,bit_complement,DOR,8.158101492556275,0.01528701119045168,0.9520000000000001,0.5712
4,0.14,bit_complement,VALIANT,7.05196408561809,0.01738706215171267,0.9520000000000001,0.5712
4,0.14,bit_complement,RAN_MIN,5.537441659830467,0.02141510506475871,0.9520000000000001,0.5712
4,0.15000000000000002,uniform,DOR,4.590579979457278,0.02683084770295366,0.6000000000000001,0.36000000000000004
4,0.15000000000000002,uniform,VALIANT,4.499101586409597,0.02727718294397542,0.6000000000000001,0.36000000000000004
4,0.15000000000000002,uniform,RAN_MIN,3.0245729514973965,0.037271035165157215,0.6000000000000001,0.36000000000000004
4,0.15000000000000002,hotspot,DOR,10.1718736307718,0.013426575072138314,1.2000000000000002,0.7200000000000001
4,0.15000000000000002,hotspot,VALIANT,8.622166912091203,0.015589004157837899,1.2000000000000002,0.7200000000000001
4,0.15000000000000002,hotspot,RAN_MIN,7.358624856022596,0.01794553560947544,1.2000000000000002,0.7200000000000001
4,0.15000000000000002,transpose,DOR,8.047644421699268,0.01657890087283382,0.9000000000000001,0.54
4,0.15000000000000002,transpose,VALIANT,5.642861525732862,0.022580630262867257,0.9000000000000001,0.54
4,0.15000000000000002,transpose,RAN_MIN,4.545374121375232,0.027049572619782157,0.9000000000000001,0.54
4,0.15000000000000002,bit_complement,DOR,9.30832789465395,0.014551341549563264,1.02,0.612
4,0.15000000000000002,bit_complement,VALIANT,7.596679735422537,0.017448596971913057,1.02,0.612
4,0.15000000000000002,bit_complement,RAN_MIN,6.987855859221743,0.018778506102714594,1.02,0.612
4,0.16,uniform,DOR,6.1242702709390695,0.02245844050199263,0.64,0.384
4,0.16,uniform,VALIANT,4.917036178287903,0.027040564765702695,0.64,0.384
4,0.16,uniform,RAN_MIN,4.381592047132266,0.029730978974012078,0.64,0.384
4,0.16,hotspot,DOR,10.324253780644298,0.014128966296523314,1.28,0.768
4,0.16,hotspot,VALIANT,9.67363283842015,0.01499021021447111,1.28,0.768
4,0.16,hotspot,RAN_MIN,7.568666288979149,0.018672684243263026,1.28,0.768
4,0.16,transpose,DOR,8.39423679573847,0.01703171885901164,0.96,0.576
4,0.16,transpose,VALIANT,7.586907495961095,0.018633017774473168,0.96,0.576
4,0.16,transpose,RAN_MIN,6.253736431659417,0.022057597695674374,0.96,0.576
4,0.16,bit_complement,DOR,9.305331174429938,0.015525944512777947,1.088,0.6528
4,0.16,bit_complement,VALIANT,7.090770201834108,0.01977562036846991,1.088,0.6528
4,0.16,bit_complement,RAN_MIN,7.368319187160893,0.019119729592231648,1.088,0.6528
4,0.17,uniform,DOR,6.49718283102742,0.02267518397663287,0.68,0.40800000000000003
4,0.17,uniform,VALIANT,5.778438078161651,0.02507952393158173,0.68,0.40800000000000003
4,0.17,uniform,RAN_MIN,5.249408466882907,0.027202574595798976,0.68,0.40800000000000003
4,0.17,hotspot,DOR,11.320412604895338,0.013798239186604267,1.36,0.8160000000000001
4,0.17,hotspot,VALIANT,9.618972749346616,0.01600908148205391,1.36,0.8160000000000001
4,0.17,hotspot,RAN_MIN,7.4639173829443575,0.020085262214700614,1.36,0.8160000000000001
4,0.17,transpose,DOR,9.139061550993382,0.016766837753672,1.02,0.612
4,0.17,transpose,VALIANT,6.310308019540291,0.023254834070683995,1.02,0.612
4,0.17,transpose,RAN_MIN,6.742955279385694,0.021955441283846258,1.02,0.612
4,0.17,bit_complement,DOR,9.398303921085901,0.01634882008548244,1.1560000000000001,0.6936000000000001
4,0.17,bit_complement,VALIANT,7.2004365630755665,0.020730603632185367,1.1560000000000001,0.6936000000000001
4,0.17,bit_complement,RAN_MIN,5.8998508817705915,0.02463821362417267,1.1560000000000001,0.6936000000000001
4,0.18000000000000002,uniform,DOR,5.844227752030376,0.026299533931582287,0.7200000000000001,0.43200000000000005
4,0.18000000000000002,uniform,VALIANT,5.078656780701103,0.02961180512304547,0.7200000000000001,0.43200000000000005
4,0.18000000000000002,uniform,RAN_MIN,4.1295938059050314,0.0350904977686127,0.7200000000000001,0.43200000000000005
4,0.18000000000000002,hotspot,DOR,11.045100558639724,0.014943835389642257,1.4400000000000002,0.8640000000000001
4,0.18000000000000002,hotspot,VALIANT,9.55648578972773,0.017051128906473194,1.4400000000000002,0.8640000000000001
4,0.18000000000000002,hotspot,RAN_MIN,7.617760114853299,0.020887097993103534,1.4400000000000002,0.8640000000000001
4,0.18000000000000002,transpose,DOR,8.806532029938712,0.018355112638236595,1.08,0.648
4,0.18000000000000002,transpose,VALIANT,7.394131287151532,0.021443553101857825,1.08,0.648
4,0.18000000000000002,transpose,RAN_MIN,7.135695196091388,0.022124722677230705,1.08,0.648
4,0.18000000000000002,bit_complement,DOR,9.95606352224235,0.016429258522878652,1.2240000000000002,0.7344
4,0.18000000000000002,bit_complement,VALIANT,8.901120375143634,0.018179760792716226,1.2240000000000002,0.7344
4,0.18000000000000002,bit_complement,RAN_MIN,8.10870150456407,0.019761323818747154,1.2240000000000002,0.7344
4,0.19,uniform,DOR,7.030487007255132,0.023659835303680182,0.76,0.45599999999999996
4,0.19,uniform,VALIANT,5.051897366350767,0.0313951127222384,0.76,0.45599999999999996
4,0.19,uniform,RAN_MIN,4.1325931560717954,0.03701832469913036,0.76,0.45599999999999996
4,0.19,hotspot,DOR,12.77064981751671,0.013797460723916884,1.52,0.9119999999999999
4,0.19,hotspot,VALIANT,10.293718504939678,0.01682351122147212,1.52,0.9119999999999999
4,0.19,hotspot,RAN_MIN,8.564340776768017,0.019865456954598897,1.52,0.9119999999999999
4,0.19,transpose,DOR,8.7852848268636,0.019416910530635947,1.1400000000000001,0.684
4,0.19,transpose,VALIANT,7.8596438529036545,0.021445557310718476,1.1400000000000001,0.684
4,0.19,transpose,RAN_MIN,6.075513374093527,0.026853175162620858,1.1400000000000001,0.684
4,0.19,bit_complement,DOR,10.04569648664662,0.017201269311509247,1.292,0.7752
4,0.19,bit_complement,VALIANT,9.646403875142328,0.017846401679690174,1.292,0.7752
4,0.19,bit_complement,RAN_MIN,6.93398781468517,0.023947604210876824,1.292,0.7752
4,0.2,uniform,DOR,6.271410618384881,0.027504979500720842,0.8,0.48
4,0.2,uniform,VALIANT,5.08827881599694,0.032850006716923084,0.8,0.48
4,0.2,uniform,RAN_MIN,4.304242318597547,0.037705668027036975,0.8,0.48
4,0.2,hotspot,DOR,13.153740918388875,0.014130539844780915,1.6,0.96
4,0.2,hotspot,VALIANT,10.819236801125287,0.016921566372285424,1.6,0.96
4,0.2,hotspot,RAN_MIN,8.133474193475438,0.02189747250207062,1.6,0.96
4,0.2,transpose,DOR,10.834931526914655,0.016899126078183543,1.2000000000000002,0.7200000000000001
4,0.2,transpose,VALIANT,7.643947399673968,0.02313757716845241,1.2000000000000002,0.7200000000000001
4,0.2,transpose,RAN_MIN,6.375315476666534,0.02711748407681609,1.2000000000000002,0.7200000000000001
4,0.2,bit_complement,DOR,10.231058879181948,0.017807759905054267,1.36,0.8160000000000001
4,0.2,bit_complement,VALIANT,8.515145545496068,0.02101912146731888,1.36,0.8160000000000001
4,0.2,bit_complement,RAN_MIN,8.791517249994632,0.020425843604586373,1.36,0.8160000000000001
4,0.21000000000000002,uniform,DOR,7.6623556692004495,0.02424282816586119,0.8400000000000001,0.504
4,0.21000000000000002,uniform,VALIANT,6.892003824977122,0.026609211634614074,0.8400000000000001,0.504
4,0.21000000000000002,uniform,RAN_MIN,6.059643556254388,0.029746544329983006,0.8400000000000001,0.504
4,0.21000000000000002,hotspot,DOR,14.465012693973634,0.01357903832059784,1.6800000000000002,1.008
4,0.21000000000000002,hotspot,VALIANT,10.466622447069184,0.018314024113846625,1.6800000000000002,1.008
4,0.21000000000000002,hotspot,RAN_MIN,9.147538467473316,0.02069467395202582,1.6800000000000002,1.008
4,0.21000000000000002,transpose,DOR,10.855999494237457,0.017712551362883355,1.2600000000000002,0.7560000000000001
4,0.21000000000000002,transpose,VALIANT,9.47899661128879,0.020040086640907173,1.2600000000000002,0.7560000000000001
4,0.21000000000000002,transpose,RAN_MIN,6.804278993070942,0.0269083153211782,1.2600000000000002,0.7560000000000001
4,0.21000000000000002,bit_complement,DOR,12.320028135406002,0.015765732464318033,1.4280000000000002,0.8568000000000001
4,0.21000000000000002,bit_complement,VALIANT,9.786570824302155,0.01946865258853813,1.4280000000000002,0.8568000000000001
4,0.21000000000000002,bit_complement,RAN_MIN,9.04589491355691,0.020904060992774823,1.4280000000000002,0.8568000000000001
4,0.22,uniform,DOR,6.6582093046772854,0.028727342286875606,0.88,0.528
4,0.22,uniform,VALIANT,6.785792936962393,0.028256595285955862,0.88,0.528
4,0.22,uniform,RAN_MIN,6.005217484127188,0.03140516343689375,0.88,0.528
4,0.22,hotspot,DOR,14.84692930794215,0.013882815763539792,1.76,1.056
4,0.22,hotspot,VALIANT,10.865818568627274,0.018540650923289083,1.76,1.056
4,0.22,hotspot,RAN_MIN,9.270236093469524,0.02142112391553395,1.76,1.056
4,0.22,transpose,DOR,11.227325378190987,0.017992487579695755,1.32,0.792
4,0.22,transpose,VALIANT,8.03358693621273,0.024353559837686525,1.32,0.792
4,0.22,transpose,RAN_MIN,7.659088948443684,0.025406829899759953,1.32,0.792
4,0.22,bit_complement,DOR,11.28451142879596,0.017908730133483444,1.496,0.8976
4,0.22,bit_complement,VALIANT,10.517566553740648,0.019101257107869623,1.496,0.8976
4,0.22,bit_complement,RAN_MIN,8.071252933740935,0.024252438070787342,1.496,0.8976
4,0.23,uniform,DOR,7.946014443998976,0.02570977293182049,0.92,0.552
4,0.23,uniform,VALIANT,7.090567078307098,0.028428167985491335,0.92,0.552
4,0.23,uniform,RAN_MIN,5.337242371034833,0.03629338859615723,0.92,0.552
4,0.23,hotspot,DOR,15.68157271762147,0.013787668818362731,1.84,1.104
4,0.23,hotspot,VALIANT,11.85921010879423,0.01788601306410775,1.84,1.104
4,0.23,hotspot,RAN_MIN,10.654093968182881,0.019735553928767736,1.84,1.104
4,0.23,transpose,DOR,10.465879841026048,0.020059515989085928,1.3800000000000001,0.8280000000000001
4,0.23,transpose,VALIANT,10.247337101766727,0.020449284832395723,1.3800000000000001,0.8280000000000001
4,0.23,transpose,RAN_MIN,8.12747674272345,0.025198639939932925,1.3800000000000001,0.8280000000000001
4,0.23,bit_complement,DOR,11.819740160302267,0.01794108126405091,1.564,0.9384
4,0.23,bit_complement,VALIANT,11.225638966479025,0.018812922631743625,1.564,0.9384
4,0.23,bit_complement,RAN_MIN,9.265176355468414,0.02240584983983013,1.564,0.9384
4,0.24000000000000002,uniform,DOR,7.533414312166874,0.028124733104521824,0.9600000000000001,0.5760000000000001
4,0.24000000000000002,uniform,VALIANT,5.905100278125556,0.03475691739919958,0.9600000000000001,0.5760000000000001
4,0.24000000000000002,uniform,RAN_MIN,6.055621647697001,0.034015429395698606,0.9600000000000001,0.5760000000000001
4,0.24000000000000002,hotspot,DOR,14.610689597474167,0.015374080594032976,1.9200000000000002,1.1520000000000001
4,0.24000000000000002,hotspot,VALIANT,13.188591799895441,0.016914997864817607,1.9200000000000002,1.1520000000000001
4,0.24000000000000002,hotspot,RAN_MIN,10.677829691550784,0.02055176401259271,1.9200000000000002,1.1520000000000001
4,0.24000000000000002,transpose,DOR,10.801271765380381,0.020336791218049224,1.4400000000000002,0.8640000000000001
4,0.24000000000000002,transpose,VALIANT,9.906001092525278,0.022006232895436854,1.4400000000000002,0.8640000000000001
4,0.24000000000000002,transpose,RAN_MIN,8.736836051324161,0.02464866397410083,1.4400000000000002,0.8640000000000001
4,0.24000000000000002,bit_complement,DOR,12.984281177917147,0.01716212631500779,1.6320000000000001,0.9792000000000001
4,0.24000000000000002,bit_complement,VALIANT,9.797765758847346,0.022226820377479632,1.6320000000000001,0.9792000000000001
4,0.24000000000000002,bit_complement,RAN_MIN,9.332268296332662,0.023228200538035357,1.6320000000000001,0.9792000000000001
4,0.25,uniform,DOR,8.249089319504144,0.027029688152411836,1.0,0.6
4,0.25,uniform,VALIANT,6.10890384286707,0.03516716578616335,1.0,0.6
4,0.25,uniform,RAN_MIN,5.1200270053606864,0.04084949294848187,1.0,0.6
4,0.25,hotspot,DOR,15.049457748763698,0.015576850253352495,2.0,1.2
4,0.25,hotspot,VALIANT,12.110957827605649,0.01906801953657535,2.0,1.2
4,0.25,hotspot,RAN_MIN,10.75164857693347,0.02127361096303615,2.0,1.2
4,0.25,transpose,DOR,12.923942290803955,0.01795468515875077,1.5,0.8999999999999999
4,0.25,transpose,VALIANT,10.265268452479848,0.022192103193507735,1.5,0.8999999999999999
